brand,product_name,product_type,primary_category,subcategory,taxonomy_path,reason_for_selection,confidence_level,variant_recommendation,duplicate_status,seo_priority,geo_priority,price,migration_key,source_title,slug,description,meta_title,meta_description,variant_count,image_count,story_eligible
AGV,AGV K3 Decept Matt Black/Green/Red Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,59000,agv-k3-decept-matt-black-green-red-helmet,AGV K3 Decept Matt Black/Green/Red Helmet,agv-k3-decept-matt-black-green-red-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Decept Matt Black/Green/Red Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K3 Syth Black/Red Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,59000,agv-k3-syth-black-red-helmet,AGV K3 Syth Black/Red Helmet,agv-k3-syth-black-red-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Syth Black/Red Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K3 Birdy 2.0 Grey/Yellow/Red Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,59000,agv-k3-birdy-2-0-grey-yellow-red-helmet,AGV K3 Birdy 2.0 Grey/Yellow/Red Helmet,agv-k3-birdy-2-0-grey-yellow-red-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Birdy 2.0 Grey/Yellow/Red Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K3 Fortify Grey/Black/Yellow Fluo Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,59000,agv-k3-fortify-grey-black-yellow-fuo-helmet,AGV K3 Fortify Grey/Black/Yellow Fluo Helmet,agv-k3-fortify-grey-black-yellow-fuo-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Fortify Grey/Black/Yellow Fluo Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K3 Mono Matt Salvia Green Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,50000,agv-k3-mono-matt-salvia-green-helmet,AGV K3 Mono Matt Salvia Green Helmet,agv-k3-mono-matt-salvia-green-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Mono Matt Salvia Green Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K3 Rodio Grey Matt Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,50000,agv-k3-rodio-grey-matt-helmet,AGV K3 Rodio Grey Matt Helmet,agv-k3-rodio-grey-matt-helmet,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding levels. Available in multiple sizes and/or colours — select your variant.",Buy AGV K3 Rodio Grey Matt Helmet | Mile 27 Store,"An AGV icon, evolving towards perfection. K3 is AGV’s full-face road helmet that takes all the characteristics of a versatile, safe helmet to outstanding…",6,6,false
AGV,AGV K1 S Tropicrush Black/Orange Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,46000,agv-k1-s-tropicrush-black-orange-helmet,AGV K1 S Tropicrush Black/Orange Helmet,agv-k1-s-tropicrush-black-orange-helmet,"Racing spirit, for overcoming everyday challenges. Available in multiple sizes and/or colours — select your variant.",Buy AGV K1 S Tropicrush Black/Orange Helmet | Mile 27 Store,"Racing spirit, for overcoming everyday challenges.",6,6,false
AGV,AGV K1 S Speedarmor Black/Orange/Blue Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,46000,agv-k1-s-speedarmor-black-orange-blue-helmet,AGV K1 S Speedarmor Black/Orange/Blue Helmet,agv-k1-s-speedarmor-black-orange-blue-helmet,"Racing spirit, for overcoming everyday challenges. Available in multiple sizes and/or colours — select your variant.",Buy AGV K1 S Speedarmor Black/Orange/Blue Helmet | Mile 27 Store,"Racing spirit, for overcoming everyday challenges.",6,6,false
AGV,AGV K1 S Punkpulse Black/Purple/Lime Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,46000,agv-k1-s-punkpulse-black-purple-lime-helmet,AGV K1 S Punkpulse Black/Purple/Lime Helmet,agv-k1-s-punkpulse-black-purple-lime-helmet,"Racing spirit, for overcoming everyday challenges. Available in multiple sizes and/or colours — select your variant.",Buy AGV K1 S Punkpulse Black/Purple/Lime Helmet | Mile 27 Store,"Racing spirit, for overcoming everyday challenges.",6,5,false
AGV,AGV K1 S Speedarmor Matt Black/Grey/Red Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: AGV (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,46000,agv-k1-s-speedarmor-matt-black-grey-red-helmet,AGV K1 S Speedarmor Matt Black/Grey/Red Helmet,agv-k1-s-speedarmor-matt-black-grey-red-helmet,"Racing spirit, for overcoming everyday challenges. Available in multiple sizes and/or colours — select your variant.",AGV K1 S Speedarmor Matt Black/Grey/Red Helmet | Mile 27 Store,"Racing spirit, for overcoming everyday challenges.",6,5,false
Alpinestars,Alpinestars Supertech S-M10 Carbon Meta Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,100000,alpinestars-supertech-s-m10-carbon-meta-helmet,Alpinestars Supertech S-M10 Carbon Meta Helmet,alpinestars-supertech-s-m10-carbon-meta-helmet,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… • Lightweight outer shell constructed from carbon fiber. • Four shell sizes. • Multiple density inner liner. • Fitted with E-2 MIPS. Available in multiple sizes and/or colours — select your variant.,Alpinestars Supertech S-M10 Carbon Meta Helmet | Mile 27 Store,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… Lightweight outer…,18,6,true
Alpinestars,Alpinestars Supertech S-M10 Alloy Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,100000,alpinestars-supertech-s-m10-alloy-helmet,Alpinestars Supertech S-M10 Alloy Helmet,alpinestars-supertech-s-m10-alloy-helmet,Alpinestars approach to the creation of the advanced technology in the Supertech M10 draws on its depth of experience from over half a decade of… • Lightweight outer shell constructed from carbon fiber. • Four shell sizes. • Multiple density inner liner. • Fitted with E-2 MIPS. Available in multiple sizes and/or colours — select your variant.,Buy Alpinestars Supertech S-M10 Alloy Helmet | Mile 27 Store,Alpinestars approach to the creation of the advanced technology in the Supertech M10 draws on its depth of experience from over half a decade of……,12,4,true
Alpinestars,Alpinestars Supertech S-M10 Carbon Dyno Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,100000,alpinestars-supertech-s-m10-carbon-dyno-helmet,Alpinestars Supertech S-M10 Carbon Dyno Helmet,alpinestars-supertech-s-m10-carbon-dyno-helmet,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… • Lightweight outer shell constructed from carbon fiber. • Four shell sizes. • Multiple density inner liner. • Fitted with E-2 MIPS. Available in multiple sizes and/or colours — select your variant.,Alpinestars Supertech S-M10 Carbon Dyno Helmet | Mile 27 Store,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… Lightweight outer…,12,6,true
Alpinestars,Alpinestars Supertech M10 Carbon San Diego LE Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,100000,alpinestars-supertech-m10-carbon-san-diego-le-helmet,Alpinestars Supertech M10 Carbon San Diego LE Helmet,alpinestars-supertech-m10-carbon-san-diego-le-helmet,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… • Lightweight outer shell constructed from carbon fiber. • Four shell sizes. • Multiple density inner liner. • Fitted with E-2 MIPS. Available in multiple sizes and/or colours — select your variant.,Alpinestars Supertech M10 Carbon San Diego LE Helmet | Mile 27…,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… Lightweight outer…,6,4,true
Alpinestars,Alpinestars Supertech S-M10 Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,90000,alpinestars-supertech-s-m10-carbon-helmet,Alpinestars Supertech S-M10 Carbon Helmet,alpinestars-supertech-s-m10-carbon-helmet,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… • Lightweight outer shell constructed from carbon fiber. • Four shell sizes. • Multiple density inner liner. • Fitted with E-2 MIPS. Available in multiple sizes and/or colours — select your variant.,Buy Alpinestars Supertech S-M10 Carbon Helmet | Mile 27 Store,Rome wasn't built in a day. Don't expect a sprawling city that can be considered the first ever metropolis or the capital of the world… Lightweight outer…,12,4,true
Alpinestars,Alpinestars Supertech M8 Deus Ex Machina LE Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,85000,alpinestars-supertech-m8-deus-ex-machina-le-helmet,Alpinestars Supertech M8 Deus Ex Machina LE Helmet,alpinestars-supertech-m8-deus-ex-machina-le-helmet,"Alpinestars is launching the Limited Edition ""Alpinestars X Deus Ex Machina"" MX Capsule Collection which includes the S-M8 Helmet and Tech 10 Boots, debuting at… • Lightweight multi-composite combination shell: uni-directional carbon composite with an aramid layer. • Shell layers with an epoxy resin bonding for limited outer shell deflection so that the energy spreads wider and is better absorbed by the EPS liner. • Four shell sizes. • Multi-density EPS polymer liner four section construction th",Alpinestars Supertech M8 Deus Ex Machina LE Helmet | Mile 27 S…,"Alpinestars is launching the Limited Edition ""Alpinestars X Deus Ex Machina"" MX Capsule Collection which includes the S-M8 Helmet and Tech 10 Boots,…",6,4,true
Alpinestars,Alpinestars Supertech M8 Anaheim Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,82000,alpinestars-supertech-m8-anaheim-helmet,Alpinestars Supertech M8 Anaheim Helmet,alpinestars-supertech-m8-anaheim-helmet,"Years of experience designing and manufacturing innovative motorsports technology has given Alpinestars a mastery in outfitting racers, drivers and riders of all types. The Alpinestars… • Lightweight multi-composite combination shell: uni-directional carbon composite with an aramid layer. • Shell layers with an epoxy resin bonding for limited outer shell deflection so that the energy spreads wider and is better absorbed by the EPS liner. • Four shell sizes. • Multi-density EPS polymer liner four",Buy Alpinestars Supertech M8 Anaheim Helmet | Mile 27 Store,"Years of experience designing and manufacturing innovative motorsports technology has given Alpinestars a mastery in outfitting racers, drivers and riders…",6,4,true
Alpinestars,Alpinestars Supertech S-M8 Triple Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Alpinestars (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,77000,alpinestars-supertech-s-m8-triple-helmet,Alpinestars Supertech S-M8 Triple Helmet,alpinestars-supertech-s-m8-triple-helmet,"Years of experience designing and manufacturing innovative motorsports technology has given Alpinestars a mastery in outfitting racers, drivers and riders of all types. The Alpinestars… • Lightweight multi-composite combination shell: uni-directional carbon composite with an aramid layer. • Shell layers with an epoxy resin bonding for limited outer shell deflection so that the energy spreads wider and is better absorbed by the EPS liner. • Four shell sizes. • Multi-density EPS polymer liner four",Buy Alpinestars Supertech S-M8 Triple Helmet | Mile 27 Store,"Years of experience designing and manufacturing innovative motorsports technology has given Alpinestars a mastery in outfitting racers, drivers and riders…",18,6,true
